subject_id,speed,impulse_ns_left,impulse_ns_right,loading_rate_left,loading_rate_right,mean_ap_force_left,mean_ap_force_right,mean_ml_force_left,mean_ml_force_right,mean_vgrf_left,mean_vgrf_right,peak_ap_force_left,peak_ap_force_right,peak_ml_force_left,peak_ml_force_right,peak_vgrf_left,peak_vgrf_right,stance_duration_ms_left,stance_duration_ms_right,ai_stance_duration_ms,ai_peak_vgrf,ai_mean_vgrf,ai_impulse_ns,ai_loading_rate
GP10,1.4,251.06846485590984,246.19109214922221,1.8818991614291998,1.9733910868490538,50.71884768485103,54.29934545180234,19.374110226779298,18.519101551697126,390.4732893158445,399.04986844329176,119.88268596721312,124.78061822222222,40.60483586885246,38.36980323809524,615.1621203770492,621.5728304126984,647.5245901639345,617.5238095238095,4.743024954227862,1.0367152689516075,2.1725972299000333,1.9617009418834703,4.746305441501506
GP10,1.5,248.89824087322881,239.78043894023438,2.039608623769266,2.1078031269729554,54.4054387366311,56.66207655387316,18.16494562429008,17.693119275322754,391.89512196546036,396.09620401068867,128.99244447457627,132.7394188125,41.16777803389831,38.5533500625,644.3922253220339,646.165358046875,640.5762711864406,609.890625,4.907870217120166,0.27478552645632826,1.066276215673842,3.7316143755135203,3.2885330563807837
GP10,1.6,233.36019633805302,230.7598476204776,2.1671982715602938,2.290830167364878,57.366364640554785,60.5740849389644,19.007153193650808,18.432979218449503,391.6001430291077,402.9610407650322,136.06005543939395,143.9562509850746,44.620237878787876,43.08663808955224,664.8373496363636,677.3195909701493,598.4848484848485,572.6268656716418,4.415972020539696,1.8600270886570385,2.8596659307404275,1.1205500608837067,5.5464830473083255
GP10,1.7,229.26012649587312,224.87646132753625,2.3153846388865014,2.450736678893871,57.16065213147113,62.86370310211503,17.63472623498148,17.101462677268238,386.8453809707843,403.0323637311987,137.28150002985075,150.69085295652172,44.23168859701492,41.72962115942029,688.780683402985,704.320875942029,598.1492537313433,557.8840579710145,6.966096106873396,2.23102076582993,4.098604592669386,1.9305492161937485,5.679756388173699
GP11,0.6,420.9371054515697,409.11672665648837,1.206794793097485,1.262075226323171,25.145281697038357,26.541903985714576,18.580599807592797,18.944389863802346,445.5433353883475,441.3342772456054,55.64032467441861,54.365240906976744,32.96005506976744,34.35379116279069,608.6545126046511,604.0238945813953,945.3488372093024,926.2790697674419,2.0377733598409526,0.7637009112747213,0.9491857913160173,2.848099325091162,4.478197133979379
GP11,0.7,384.9348020866596,382.9214736820217,1.332731323150077,1.3484345925432755,29.562400294782865,30.108507744151677,19.76491841827002,20.08489391738884,449.85417214332335,446.4148007104163,69.66101257446809,63.540359478260875,33.863153063829785,35.51604745652174,615.4812972978724,605.0227462391305,851.8085106382979,857.8695652173913,0.7090287539728581,1.7138085062681485,0.7674864437080865,0.5244024091936581,1.1713761764077593
GP11,0.8,353.8717937636667,353.96134228017,1.533694116742811,1.4746169538458331,33.996585538840215,34.17242723026298,21.103651244423727,21.166907390992737,455.65286675500465,450.2503169721638,75.55784829411765,73.85205488,36.20413837254902,38.989942740000004,621.3708352745098,610.00228638,776.0,786.14,1.2982191096828692,1.8464831974300002,1.192743304116253,0.025302154404306394,3.9275966820424544
GP11,0.9,343.8892834310189,330.6353910222453,1.5846700174299442,1.6200342774785876,38.14338511846753,37.92256309823602,21.945383350632135,21.841701153620534,460.7233361382092,449.7242392955356,88.41047520754718,81.83853152830189,38.37780743396226,39.564556811320756,630.2649525094339,612.7418253018868,746.3962264150944,730.2452830188679,2.1875239579872803,2.8194741203908316,2.416195537109001,3.9298465751505787,2.2070217277038022
GP11,1.0,333.2515947954182,322.09040757471297,1.716536608787585,1.6998527685025526,43.088011894988355,42.8439411892034,21.168006880883624,20.97629653284436,463.9128398195309,451.7484991451369,98.92517129090909,92.54960412962963,37.95778050909091,39.80676203703703,650.2832597090909,631.9702295555556,718.6727272727272,712.925925925926,0.8028509015373884,2.8563821907066895,2.6569519006117055,3.4062175719973524,0.9766943075010821
GP11,1.1,316.13765393752584,305.7177781513334,1.8860441001782209,1.8740009334194099,48.28102860367542,47.743862896052505,20.940162399059233,21.19526287042896,465.8918494295589,454.553189792952,110.04516060344828,103.33800277192984,39.934938724137936,42.62030794736842,678.1139495,653.7036390701755,676.7586206896551,672.4912280701755,0.6325578058655422,3.6657137793218673,2.4637342053979627,3.351221280223058,0.6405863042171089
