subject_id,speed,impulse_ns_left,impulse_ns_right,loading_rate_left,loading_rate_right,mean_ap_force_left,mean_ap_force_right,mean_ml_force_left,mean_ml_force_right,mean_vgrf_left,mean_vgrf_right,peak_ap_force_left,peak_ap_force_right,peak_ml_force_left,peak_ml_force_right,peak_vgrf_left,peak_vgrf_right,stance_duration_ms_left,stance_duration_ms_right,ai_stance_duration_ms,ai_peak_vgrf,ai_mean_vgrf,ai_impulse_ns,ai_loading_rate,ratio_impulse_ns,ratio_peak_vgrf,ratio_mean_vgrf,ratio_loading_rate,ratio_stance_duration_ms,ratio_peak_ap_force,ratio_peak_ml_force,step_freq_left,step_freq_right,step_freq_mean,vgrf_to_ap_left,vgrf_to_ml_left,vgrf_to_ap_right,vgrf_to_ml_right,impulse_per_ms_left,impulse_per_ms_right,asymmetry_score,mean_impulse_ns,mean_peak_vgrf,mean_mean_vgrf,mean_loading_rate,mean_stance_duration_ms
GP14,0.7,521.3583194911666,537.5971440166463,1.4920022174909775,1.4522643815684644,39.7789181957254,41.99333566538168,31.454680303623302,31.380832706287705,543.4739613655829,548.68381621291,84.7605045952381,88.11164190243903,51.25606147619048,52.89819226829268,751.4491009999999,752.0908456829269,961.7619047619048,979.8048780487804,1.8585992968787748,0.0853645005365713,0.954048023881352,3.066951365770967,2.6993368015795385,0.9697936927191397,0.9991467191940832,0.9905048140780127,1.0273626733719075,0.9815851362948845,0.9619671449215366,0.9689567691883774,1.0397583799574193,1.0206113711042517,1.0301848755308356,13.662361522540952,17.277999843571116,13.065973624601392,17.484679942956753,0.5420866816514581,0.5486777582565593,1.732859997729441,529.4777317539065,751.7699733414634,546.0788887892464,1.472133299529721,970.7833914053426
GP14,0.8,479.0127399159556,497.9663662988,1.6176683422625453,1.6280767059860048,44.22945427130497,47.66975005625321,36.153425720292816,35.39874862380781,555.3156537322063,564.02402038235,98.07503202222225,103.46932168888888,58.29456468888889,59.46524493333333,756.5145181999999,764.0638956888889,861.8444444444444,883.3333333333334,2.4626590095883314,0.992961286301764,1.5559828444448536,3.880047436485919,0.6413543620178356,0.9619379386529261,0.9901194421939249,0.9845602911658969,0.9936069574085847,0.9756729559748427,0.9478658062252872,0.9803132023460612,1.1603021942603717,1.1320754716981132,1.1461888329792425,12.555335870207246,15.359973299031223,11.83190639172153,15.933445172776802,0.5557995332031561,0.5637355090175094,1.906600987767741,488.4895531073778,760.2892069444445,559.6698370572782,1.6228725241242752,872.588888888889
GP14,0.9,452.8963510039271,453.703407068602,1.7604673565260924,1.79206363548275,49.96184693165485,53.44397983719352,34.348165864511834,34.88018986331995,552.567218215771,563.3245684353419,110.13269375,113.10402428571427,58.60757883333333,61.48059728571428,761.7619578333333,785.0739359591837,819.6041666666666,806.1836734693877,1.6509525863049657,3.0141501395722456,1.9280274930339976,0.1780402117888911,1.7788038459189248,0.998221181388323,0.9703060093348171,0.9809038149189021,0.9823687740038617,1.0166469424263136,0.97372922356672,0.9532695097441981,1.2201011667217407,1.2404121205984355,1.2302566436600881,11.05978365795111,16.087240884867093,10.540468171558302,16.150272422333764,0.5525793662639105,0.5627792052846999,1.7099948553238051,453.29987903626454,773.4179468962585,557.9458933255564,1.776265496004421,812.8939200680272
GP14,1.0,435.35440432822,435.4502942177451,1.9019188931192843,1.925773113296478,55.72799890142206,58.61812473340302,35.92313423936942,35.16820942645269,561.5237097199949,558.0213580500258,124.77325774,127.7192337254902,60.64250226,62.02700380392157,774.87560666,781.7219029411764,775.44,772.3921568627451,0.3938208834519311,0.8796488801952042,0.625674083303378,0.0220232825305628,1.2464022777804873,0.9997797914232729,0.9912420308866648,1.0062763756609745,0.9876131720748969,1.0039459788789602,0.9769339675821885,0.9776790517191798,1.2895904260806768,1.2946791226645005,1.2921347743725886,10.076150602738869,15.631256058515113,9.519604398604077,15.867209822468112,0.5614288717737285,0.5637684048818289,0.6335138814523127,435.4023492729826,778.2987548005882,559.7725338850104,1.913846003207881,773.9160784313726
GP14,1.1,408.9767346672157,426.6278987452597,2.0200848615589124,2.05658115537515,60.85249332083775,64.08802833043643,30.706740589589355,31.649756641822822,549.5184068595391,566.9143059597614,135.54525970588236,142.92757936538462,55.079353764705886,58.79748009615385,783.3689599999999,813.3486691538461,739.0784313725491,752.7692307692307,1.8354152027863728,3.755167301526392,3.116336327389184,4.224764529119323,1.7904971201779167,0.9586263248841502,0.9631403968668996,0.9693147642997442,0.9822539004984804,0.981812753713789,0.9483492290831439,0.93676384897163,1.3530363728013157,1.3284283670549766,1.3407323699281462,9.030335108247195,17.895693138002567,8.84586904494493,17.912122117571858,0.5533603976342557,0.5667446028702613,2.944436096199838,417.80231670623766,798.358814576923,558.2163564096502,2.0383330084670312,745.92383107089
GP14,1.2,396.8922352401364,403.9386976572727,2.175469891308031,2.269293995669052,64.22489052331201,68.74274882935887,35.85103231240242,34.87612017795703,561.8252999352134,568.4831699658438,143.79204985454547,151.3275968,63.219654963636366,64.10379921818182,801.112015109091,832.2170365272727,706.4727272727273,708.3272727272728,0.2621636209422495,3.808788117375241,1.178062486112899,1.7597877723434654,4.221781257534079,0.9825556143592983,0.9626239069221909,0.9882883603554518,0.9586549364956307,0.9973817957800708,0.9502037493173582,0.9862076153780495,1.4154828083178916,1.4117767852559164,1.413629796786904,8.747781356377478,15.671105228979803,8.26971832879418,16.300069132263907,0.5617941357372735,0.5702712760190461,2.2461166508615866,400.4154664487046,816.6645258181818,565.1542349505286,2.2223819434885415,707.4000000000001
GP14,1.3,389.196764454134,390.0886070656842,2.386202179372628,2.4662252911312104,71.60043427275514,76.48662145104966,36.99883108506342,37.19123435936809,565.9132513038917,574.5346421981753,161.35606489285715,168.7897646491228,67.15899225,68.72954543859649,842.8445227857143,863.6065855964913,687.7321428571429,679.0526315789474,1.2700626229578091,2.433361578165612,1.511930697299874,0.2288872970400879,3.298271318634407,0.9977137435049467,0.9759588878118192,0.984994132187925,0.9675523918896001,1.0127817946276325,0.9559588238557079,0.9771487912720209,1.4540544751122997,1.472639900790575,1.4633471879514373,7.903768420567091,15.29543595587681,7.511570406673921,15.448119754418853,0.5659132970537611,0.5744600476087428,1.748502702819558,389.6426857599091,853.2255541911028,570.2239467510335,2.426213735251919,683.3923872180451
GP14,1.4,367.1827247070424,397.5753750879616,2.4598366081058964,2.5010752626042274,75.38016707041686,80.47285903350488,34.16047240141935,34.765454428911696,557.8540577178569,572.4298478528953,171.5781546101695,181.18928190384617,63.09034462711864,66.06191832692308,852.0258054406779,873.0763608076923,656.7118644067797,700.6538461538462,6.47459728873177,2.4404995575182054,2.579137872033682,7.9483042779320625,1.6625433215941552,0.9235549979065102,0.9758892162106643,0.9745369844187718,0.9835116299317632,0.9372843209406747,0.9469553210174037,0.9550183558839618,1.5227378310019097,1.4272382939013009,1.4749880624516054,7.400541540279872,16.330396464150724,7.113328080148912,16.46547865564071,0.5591230258017731,0.5674348000377121,4.221016463561975,382.379049897502,862.5510831241851,565.1419527853761,2.480455935355062,678.6828552803129
GP14,1.5,373.480342358339,379.42014547640514,2.6797252894415555,2.786497465270898,85.4806420983578,90.87954384833051,34.05297104949125,33.80061456346336,571.6702504536313,583.7677383466054,193.71199418644068,204.0215343448276,61.83385484745762,63.13536455172413,914.5573027457626,926.0466340689655,653.8813559322034,649.9137931034483,0.6086175165921955,1.2484305931764594,2.094009026920717,1.577845469365669,3.90661634626193,0.984345050760001,0.9875931395887485,0.979276881714571,0.9616822993165859,1.0061047524623372,0.9494683725838361,0.9793854092154606,1.5293294279271106,1.5386656055179733,1.533997516722542,6.687715913456081,16.787676165547737,6.423532883493114,17.270920836381087,0.5711744783209,0.5838007278851705,1.8871037904633945,376.45024391737206,920.301968407364,577.7189944001184,2.733111377356227,651.8975745178259
GP14,1.6,361.54092206080327,355.1660602085484,2.915507921075315,2.9321605893518514,89.46149123587404,92.40042512022018,34.801559658225365,34.25260076014721,575.4839158054582,580.6497291499908,201.7303406885246,208.25561087096773,63.23312893442623,64.07924662903226,936.3704063606558,938.847421983871,628.360655737705,610.4193548387096,2.896608073397488,0.2641843081666961,0.8936360198619646,1.7789311420044558,0.5695489833886095,1.0179489612507222,0.9973616419822712,0.9911033914506517,0.994320683411062,1.0293917628213738,0.9686670137954357,0.9867957608880085,1.5914427341507955,1.6382180415367544,1.6148303878437749,6.432755679067971,16.536153018919148,6.284059065686333,16.95198952091179,0.5753716735118445,0.5818394475751731,1.280581705363843,358.35349113467583,937.6089141722634,578.0668224777245,2.923834255213583,619.3900052882072
GP14,1.7,353.5993623143387,351.81172452311904,2.994913655569573,3.123381892372773,92.9806283553786,96.49420102444095,33.802196030938774,33.94755917640069,567.8584907170591,582.384286445194,209.89858083870968,220.191602968254,61.04971970967742,63.33852211111111,952.418049935484,980.9802575714284,619.6290322580645,604.2222222222222,2.5177585886260183,2.954611838134423,2.525692143700524,0.5068357514011335,4.1994779688734125,1.0050812342699573,0.9708840138060936,0.9750580569115306,0.9588688667508393,1.0254985822586578,0.9532542477061293,0.9638639752689749,1.6138688601400422,1.6550202280250093,1.6344445440825257,6.107277405640489,16.799455579670166,6.035433013199231,17.155409713522197,0.5706629998044875,0.5822555205421243,2.5408752581471026,352.7055434187289,966.6991537534561,575.1213885811266,3.0591477739711728,611.9256272401433
GP15,0.6,393.7807787055568,403.6044935036591,1.2510581528048654,1.249497740505401,21.86145600294578,23.79026003421664,30.380393962201943,29.0871623452728,426.2725525458159,430.3693955220544,55.58139775,50.153671204545454,49.99575259090909,44.61486365909091,616.1743982954545,595.7941700909091,924.8409090909092,934.6136363636364,1.0511391414882152,3.3631611802738326,0.956488994142441,2.46398200229732,0.1248052325995929,0.9756600460197472,1.0342068271689124,0.9904806358935704,1.001248831629606,0.9895435644286654,1.1082219190559002,1.1206075395171975,1.0812670483867002,1.0699608491598376,1.075613948773269,19.498818033363225,14.031172639702007,18.09015096527193,14.79585359387927,0.4257821803023738,0.43184100659390123,1.5919153101602803,398.69263610460797,605.9842841931818,428.32097403393516,1.2502779466551333,929.7272727272727
GP15,0.7,394.4477131942613,402.7229512162614,1.3209938326081672,1.2424201029058173,29.13133158981073,28.406367511832237,30.45976043541168,29.26749604709005,437.3240689680183,442.8517140248061,66.81192606818182,63.28153972727273,48.33213543181818,44.807835477272725,610.2293382500001,597.0986897045454,902.3636363636364,909.7727272727273,0.8177189153936806,2.175158406237045,1.2560320707739314,2.0761521695280187,6.130397327858424,0.9794517844165374,1.021990750895722,0.9875180678278279,1.063242480960006,0.9918561079190608,1.0557885657669543,1.0786536532507365,1.1082006850695143,1.0991756182862853,1.1036881516778998,15.01215512994199,14.357436260713245,15.58987483494125,15.1311787421882,0.43712722598598375,0.4426632489012116,2.49109177795822,398.58533220526135,603.6640139772728,440.0878914964122,1.281706967756992,906.0681818181818
GP15,0.8,341.65972258974506,346.61262442536275,1.5176651313624088,1.5222850031782904,30.14170329972342,29.711110578554564,29.047415143258338,27.763192795113543,442.320084527952,444.7341574055989,70.59769525490196,65.80089762745098,49.47214298039216,44.12531021568628,620.667733,610.8498978039215,770.5490196078431,779.9019607843137,1.2064800880199336,1.5944286870938882,0.5442897995470714,1.4392273224683023,0.3039439208814289,0.9857105555695528,1.0160724184965484,0.9945718743715805,0.9969651728774598,0.9880075424261471,1.0728986655259525,1.1211738283214407,1.2977759682426588,1.2822124450031427,1.2899942066229007,14.674687761657143,15.227519638029163,14.968614391903861,16.018840509002057,0.44339777729342456,0.4444310206334004,1.017673963602125,344.1361735075539,615.7588154019608,443.52712096677544,1.5199750672703496,775.2254901960785
GP15,0.9,344.40437135038235,344.050029977951,1.5487424253605304,1.5425048602761589,34.93577319956706,33.77811103584742,31.843843364278847,30.74405072440091,447.9928801668293,448.1451807847692,77.82242919607843,77.76165386274509,53.619619,48.24239058823529,625.5139327254901,606.7466347058823,769.0392156862745,767.2156862745098,0.2373993286449006,3.0459950623475534,0.0339904362009041,0.1029382256102147,0.4035629962930684,1.0010299123428474,1.0309310294381857,0.9996601533956626,1.0040437895821313,1.0023768145573502,1.0007815591659175,1.1114627269958723,1.3003238061242701,1.3034144346759353,1.3018691204001027,12.823328042797721,14.068429964373266,13.26732511208723,14.57664719597557,0.4478372030001657,0.44843977532394963,0.7647772098193283,344.2272006641667,616.1302837156862,448.06903047579925,1.5456236428183447,768.1274509803922
GP15,1.0,346.99037947924506,341.9243025585588,1.6066516110305769,1.496423718775628,43.03406118977091,38.0505600656974,32.75029169991098,31.92053890748897,455.1398541124799,452.8480412806053,93.65915513725491,89.96842335294117,57.69846458823529,51.86600333333333,623.5258908431373,609.0773172352941,758.7647058823529,754.0588235294117,0.6221323586593102,2.344399805735992,0.5048113181910608,1.4707414583474567,7.104429028594216,1.014816369830333,1.0237220681167831,1.0050608871474713,1.0736608828581902,1.0062407364068962,1.0410225237563095,1.1124524906501432,1.3179316226064037,1.326156486465403,1.3220440545359033,10.576270087673379,13.897276344372743,11.90121881251488,14.186729196303176,0.4573095938558932,0.45344513171819173,2.4093027939056073,344.45734101890196,616.3016040392157,453.9939476965426,1.5515376649031025,756.4117647058823
GP15,1.1,327.9471572401667,316.6166320150182,1.6825390472113908,1.674162981674309,46.53647532971969,42.18961078958435,34.15419274627202,32.47444798865523,460.15422263578216,455.5434337071999,102.62114575925926,98.05632772727272,59.74466666666667,55.02534916363636,631.917778851852,616.9139415454546,712.6666666666666,694.8545454545455,2.5309915131264424,2.402859738640209,1.0070548715820518,3.515718820705473,0.4990651815384412,1.0357862603522707,1.024320794678121,1.010121513312265,1.005003136270941,1.0256343163164734,1.0465530184312308,1.085766243645194,1.4031805425631432,1.4391501164403275,1.4211653295017355,9.88803340552766,13.4728472739561,10.797526338395688,14.027749874804385,0.46016907002829754,0.45565886283135776,1.9911380251185236,322.28189462759246,624.4158601986533,457.84882817149105,1.67835101444285,703.760606060606
GP15,1.2,317.2686771952857,304.4989578187456,1.805464211394226,1.7813052497800126,51.421728220655,45.86058895993845,35.339487116217235,33.59061213833257,466.4886009949176,457.75073581286927,114.82059192857142,106.08883968421053,63.31905439285714,60.28629733333334,653.0467878571428,625.3962563508771,680.1607142857143,665.5263157894736,2.175007734959446,4.325657154855103,1.8908230442188128,4.107553580286259,1.3471153847899966,1.041936824572455,1.0442128190334936,1.0190886971847937,1.0135625051445827,1.0219892108682145,1.0823060396395348,1.050305910193077,1.4702407519231273,1.5025701858442073,1.4864054688836674,9.071818803778346,13.200208578602906,9.981353187869823,13.627341291899182,0.4664613385212528,0.45753105563908003,2.7692313798219232,310.8838175070157,639.22152210401,462.11966840389346,1.7933847305871193,672.843515037594
GP15,1.3,318.24160730959824,309.7941417572321,1.9028649162843772,1.7756393685456815,59.34180069024325,52.0049690123314,37.50015714995078,36.4963618378298,471.68922790704426,461.48029973397576,129.19698310714287,122.27246948214284,70.95803417857142,64.634939375,669.5741609999999,629.0508325,669.5,671.2857142857143,0.2663683341324456,6.240959276593474,2.188011475015892,2.690122517680822,6.917243416753191,1.027267996432889,1.064419799492118,1.022122132145085,1.071650555846201,0.9973398595445839,1.0566318293425105,1.0978278136363058,1.4936519790888723,1.4896786550329857,1.4916653170609289,7.948684104973538,12.578326699296602,8.873773189337921,12.64455623781203,0.47534220658640514,0.46149372043001163,3.6605410040351645,314.0178745334152,649.3124967499999,466.58476382051003,1.8392521424150292,670.3928571428571
GP15,1.4,302.87074793175424,293.0667901273644,2.056697715359741,2.0241477062044724,62.95710973977591,55.34952598346402,40.51089046953083,38.96861864543865,476.6048118073749,461.9888496223869,136.3744879322034,129.71392018644067,78.76499332203389,71.93471540677966,695.1841389322034,663.382404898305,635.2372881355932,634.4745762711865,0.120139361659512,4.681660118647195,3.1144387151994293,3.290263552223925,1.59525812878217,1.033452981145114,1.0479387662366075,1.031637045346299,1.016080846795664,1.0012021157236735,1.051348133925714,1.0949510660691444,1.5742148936737907,1.5761072821499171,1.5751610879118538,7.570309592949102,11.764856469048498,8.346753498131287,11.855407393981709,0.476783642252288,0.46190470207604045,2.5603519753024466,297.9687690295593,679.2832719152542,469.2968307148809,2.0404227107821065,634.8559322033898
GP15,1.5,295.8814461962333,285.36226324452457,2.1729457442168063,2.077899741382848,65.67007633615907,59.23036748182804,36.277876720253424,34.13513754619454,479.04236093491966,465.0899646096586,144.5734388,134.9196900327869,71.43824726666666,65.28038639344263,708.2844126166667,667.9896390491803,617.6833333333333,613.7868852459017,0.6328123942659387,5.855632243987076,2.955601868035444,3.619542983726973,4.471863451915146,1.03686255790134,1.0603224529422974,1.029999349345177,1.0457413805589604,1.0063482100727366,1.0715518154901418,1.094329418274439,1.618952537708103,1.629229988515264,1.6240912631116835,7.294682565659676,13.204807013070782,7.852221493515954,13.6249623714057,0.47901801818013545,0.4649207568685665,3.5070905883861156,290.6218547203789,688.1370258329234,472.0661627722891,2.1254227427998273,615.7351092896174
GP15,1.6,281.6484020238492,280.9872320410403,2.300276763165186,2.217570707048042,71.06900665350146,63.48710085103907,38.1591651809257,35.49934518289579,476.9655387997296,465.6355875484632,156.58424085714285,146.37914524193548,75.20139474603175,70.22798614516128,723.160940063492,692.0188706612903,588.6190476190476,603.4516129032259,2.4885379324208468,4.4011466481072254,2.4039757506254578,0.2350259893893158,3.6613036036491207,1.0023530250040413,1.0450017632791466,1.0243322279358364,1.0372957921270702,0.9754204563099628,1.0697168684674336,1.0708180438292854,1.6988916754307906,1.6571336932698988,1.6780126843503447,6.711301610351553,12.499370375066443,7.334333767122119,13.116737369364623,0.478490125596702,0.46563340959385513,2.6379979848383934,281.31781703244474,707.5899053623912,471.3005631740964,2.258923735106614,596.0353302611368
GP15,1.7,280.38688336340624,265.5322698488923,2.4716622279678364,2.387681165308757,72.81802565555807,65.72340010660368,36.75605271917429,33.66486854376703,481.43196487851446,462.5606293835486,162.408356015625,151.8681359076923,75.9994686875,70.4401171076923,748.464347765625,709.3987173538461,582.4375,570.8615384615384,2.007451866760161,5.359300382382261,3.998195665871277,5.442056182534145,3.4564777939042126,1.0559427806005173,1.0550686510366116,1.0407975393844382,1.0351726452757857,1.0202780547620331,1.0694037629746058,1.0789230882638694,1.7169224165683012,1.7517382633536356,1.7343303399609684,6.611439414133135,13.098032276664163,7.037989949291622,13.740158491401287,0.48140252535835387,0.4651430372494476,4.0526963782904115,272.9595766061493,728.9315325597356,471.9962971310315,2.4296716966382967,576.6495192307692
GP16,0.6,505.351554590325,498.6360612586829,1.3760732955927426,1.3293599465562598,36.05026572373975,35.71238673174271,31.858916017893268,31.968684281811605,510.6649003493947,512.8119196312795,72.57218835,79.61544168292683,57.917366625,53.96765685365853,706.220921375,687.1323182439024,989.5,965.0487804878048,2.50198099492741,2.7399517348979647,0.4195540612097568,1.337764176695174,3.453298962156397,1.013467724966964,1.0277800979873601,0.9958132422440015,1.0351397295800095,1.0253367705411076,0.9115340795196867,1.0731866084542396,1.010611419909045,1.0362170495615033,1.0234142347352742,14.165357455690339,16.028947753984614,14.359497265845581,16.041070539867064,0.5107140521377717,0.5166951882024414,2.0905099859773406,501.9938079245039,696.6766198094513,511.7384099903371,1.3527166210745012,977.2743902439024
